tanggal,kode_kelurahan,wilayah_kota,kecamatan,kelurahan,penerima_vaksinasi,vaksin_dosis_1,vaksin_dosis_2,jumlah_vaksin
7/10/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,521,464,985
7/10/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/10/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,651,575,1226
7/10/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/10/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,497,436,933
7/10/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,204,187,391
7/10/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,202,427
7/10/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,318,669
7/10/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,212,180,392
7/10/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,265,564
7/10/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,294,259,553
7/10/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,375,332,707
7/10/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/10/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,183,160,343
7/10/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/10/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,65,60,125
7/10/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/10/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,72,66,138
7/10/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,248,221,469
7/10/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,397,360,757
7/10/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,495,425,920
7/10/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,464,406,870
7/10/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/10/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,43,35,78
7/10/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,332,291,623
7/10/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/10/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/10/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/10/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,357,323,680
7/10/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,192,165,357
7/10/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,217,191,408
7/10/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/10/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,33,29,62
7/10/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,63,132
7/10/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/10/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,265,234,499
7/10/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,132,281
7/10/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,439,400,839
7/10/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,290,262,552
7/10/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,199,178,377
7/11/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,91,80,171
7/11/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,416,362,778
7/11/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,889,795,1684
7/11/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,521,465,986
7/11/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,483,437,920
7/11/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/11/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/11/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,47,42,89
7/11/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,150,138,288
7/11/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,177,379
7/11/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,271,238,509
7/11/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,158,143,301
7/11/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/11/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,57,52,109
7/11/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,316,284,600
7/11/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,67,56,123
7/11/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,521,464,985
7/11/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/11/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,651,575,1226
7/11/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/11/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,497,436,933
7/11/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,204,187,391
7/11/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,202,427
7/11/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,318,669
7/11/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,212,180,392
7/11/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,265,564
7/11/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,294,259,553
7/11/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,375,332,707
7/11/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/11/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,183,160,343
7/11/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/11/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,65,60,125
7/11/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/11/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,72,66,138
7/11/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,248,221,469
7/11/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,397,360,757
7/11/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,495,425,920
7/11/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,464,406,870
7/11/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/11/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/11/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,332,291,623
7/11/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/11/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/11/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/11/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,358,323,681
7/11/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,192,165,357
7/11/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,217,191,408
7/11/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/11/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,33,29,62
7/11/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,63,132
7/11/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/11/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,265,234,499
7/11/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,132,281
7/11/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,439,400,839
7/11/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,290,263,553
7/11/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,199,178,377
7/12/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,91,80,171
7/12/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,416,362,778
7/12/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,889,795,1684
7/12/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,521,465,986
7/12/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,483,437,920
7/12/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/12/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/12/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,47,42,89
7/12/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,150,138,288
7/12/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,177,379
7/12/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,271,238,509
7/12/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,158,143,301
7/12/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/12/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,57,52,109
7/12/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,316,284,600
7/12/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,67,56,123
7/12/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,521,464,985
7/12/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/12/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,651,575,1226
7/12/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/12/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,497,436,933
7/12/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,204,187,391
7/12/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,202,427
7/12/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,318,669
7/12/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,212,180,392
7/12/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,265,564
7/12/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,294,259,553
7/12/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,375,332,707
7/12/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/12/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,183,160,343
7/12/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/12/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,65,60,125
7/12/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/12/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,72,66,138
7/12/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,248,221,469
7/12/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,398,360,758
7/12/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,495,425,920
7/12/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,464,406,870
7/12/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/12/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/12/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,333,291,624
7/12/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/12/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/12/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/12/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,358,323,681
7/12/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,192,165,357
7/12/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,217,191,408
7/12/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/12/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,33,29,62
7/12/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,63,132
7/12/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/12/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,265,234,499
7/12/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,132,281
7/12/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,439,400,839
7/12/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,290,263,553
7/12/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,199,178,377
7/13/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,91,80,171
7/13/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,416,362,778
7/13/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,889,795,1684
7/13/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,521,465,986
7/13/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,483,437,920
7/13/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/13/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/13/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,47,42,89
7/13/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,150,138,288
7/13/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,177,379
7/13/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,271,238,509
7/13/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,158,143,301
7/13/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/13/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,57,52,109
7/13/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,316,284,600
7/13/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,67,56,123
7/13/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,521,464,985
7/13/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/13/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,651,575,1226
7/13/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/13/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,497,437,934
7/13/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,204,187,391
7/13/2021,3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,TENAGA KESEHATAN,225,202,427
7/13/2021,3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,TENAGA KESEHATAN,351,318,669
7/13/2021,3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,TENAGA KESEHATAN,212,180,392
7/13/2021,3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,TENAGA KESEHATAN,299,265,564
7/13/2021,3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,TENAGA KESEHATAN,294,259,553
7/13/2021,3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,TENAGA KESEHATAN,375,332,707
7/13/2021,3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,TENAGA KESEHATAN,54,49,103
7/13/2021,3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,TENAGA KESEHATAN,184,160,344
7/13/2021,3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,TENAGA KESEHATAN,178,167,345
7/13/2021,3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,TENAGA KESEHATAN,65,60,125
7/13/2021,3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,TENAGA KESEHATAN,45,41,86
7/13/2021,3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,TENAGA KESEHATAN,72,66,138
7/13/2021,3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,TENAGA KESEHATAN,248,221,469
7/13/2021,3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,TENAGA KESEHATAN,398,360,758
7/13/2021,3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,TENAGA KESEHATAN,495,425,920
7/13/2021,3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,TENAGA KESEHATAN,464,406,870
7/13/2021,3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,TENAGA KESEHATAN,80,76,156
7/13/2021,3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,TENAGA KESEHATAN,44,35,79
7/13/2021,3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TENAGA KESEHATAN,333,291,624
7/13/2021,3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,TENAGA KESEHATAN,14,11,25
7/13/2021,3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,TENAGA KESEHATAN,316,277,593
7/13/2021,3173071002,JAKARTA BARAT,PALMERAH,SLIPI,TENAGA KESEHATAN,161,138,299
7/13/2021,3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,TENAGA KESEHATAN,358,323,681
7/13/2021,3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,TENAGA KESEHATAN,193,166,359
7/13/2021,3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,TENAGA KESEHATAN,217,191,408
7/13/2021,3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,TENAGA KESEHATAN,58,50,108
7/13/2021,3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,TENAGA KESEHATAN,33,29,62
7/13/2021,3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,TENAGA KESEHATAN,69,63,132
7/13/2021,3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,TENAGA KESEHATAN,41,36,77
7/13/2021,3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,TENAGA KESEHATAN,265,234,499
7/13/2021,3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,TENAGA KESEHATAN,149,132,281
7/13/2021,3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,TENAGA KESEHATAN,439,400,839
7/13/2021,3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,TENAGA KESEHATAN,290,263,553
7/13/2021,3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,TENAGA KESEHATAN,199,178,377
7/14/2021,3173041007,JAKARTA BARAT,TAMBORA,ANGKE,TENAGA KESEHATAN,91,80,171
7/14/2021,3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TENAGA KESEHATAN,417,362,779
7/14/2021,3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,TENAGA KESEHATAN,890,795,1685
7/14/2021,3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,TENAGA KESEHATAN,522,465,987
7/14/2021,3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TENAGA KESEHATAN,484,437,921
7/14/2021,3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,TENAGA KESEHATAN,57,51,108
7/14/2021,3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,TENAGA KESEHATAN,42,34,76
7/14/2021,3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,TENAGA KESEHATAN,47,43,90
7/14/2021,3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,TENAGA KESEHATAN,151,138,289
7/14/2021,3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,TENAGA KESEHATAN,202,177,379
7/14/2021,3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,TENAGA KESEHATAN,273,238,511
7/14/2021,3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,TENAGA KESEHATAN,158,143,301
7/14/2021,3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,TENAGA KESEHATAN,81,76,157
7/14/2021,3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,TENAGA KESEHATAN,57,52,109
7/14/2021,3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,TENAGA KESEHATAN,317,284,601
7/14/2021,3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,TENAGA KESEHATAN,68,56,124
7/14/2021,3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,TENAGA KESEHATAN,523,465,988
7/14/2021,3173061004,JAKARTA BARAT,KALI DERES,KAMAL,TENAGA KESEHATAN,187,168,355
7/14/2021,3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,TENAGA KESEHATAN,653,576,1229
7/14/2021,3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,TENAGA KESEHATAN,66,60,126
7/14/2021,3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,TENAGA KESEHATAN,501,437,938
7/14/2021,3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,TENAGA KESEHATAN,204,187,391
